type,version,schemaIdentifier,originatingSystem,preprocessorVersion,timeStamp,type,globalId,name,ownerHistory.type,ownerHistory.ref,relatingPropertyDefinition.type,relatingPropertyDefinition.ref
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,53008d69-0da8-435e-81ca-1ebfcd845065,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,6e4ae799-4897-4467-acf4-4d3c6d6260f8,PSet_Revit_Type_Construction,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,fdf30cdf-f9f7-40b3-aef7-8ee10f9000b9,PSet_Revit_Structural,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,560b66d6-9ffc-4728-b6a0-516796027458,PSet_Revit_Identity Data,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,ebb1a51b-aac6-47ad-b70a-615398b18baa,PSet_Revit_Identity Data,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,6ca8e766-ffed-4160-bb7f-2ae214d8800a,Pset_SlabCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,d54c7651-2e12-4c51-82ea-ea65b2126811,PSet_Revit_Structural,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,ed12b992-8ba0-4f42-9d7e-2ded82f88173,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,abb522e9-f3c7-4d78-95ec-d9f343e795f8,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,dbe237ce-ee9b-4ad4-9606-b2b8e5f7bffc,Pset_WindowCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,b4e8642c-aa47-4ed8-a675-454006bf8c94,Pset_WindowCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,53ec683d-9760-47e2-ac8f-3a8a51c812cc,4835mm x 2420mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,4d78b0e0-ed11-4b3d-a945-afffdc113a4a,750mm x 2200mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,51cc79c9-4296-4d55-ba6d-0aa5afbe4dd6,2800mm x 2410mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,86e5dee0-9052-4781-a49e-6c738e54b819,819mm x 759mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,d72578dc-cc24-4b70-b845-0146bc2cd850,819mm x 759mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcWindowStyle,89293935-9f56-4bf5-9e59-3c6fdbb95168,1180 x 1170mm,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,65931280-1908-42f2-95d6-fd31de9c2b5e,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,ce01e5d8-aba7-4842-95fb-6e429dba6698,PSet_Revit_Type_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,71772938-8ab4-4f3f-bfdb-6af8f3422e6a,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,bfed3ee1-c074-4097-915b-712d544c79f9,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,cb9a7949-15c0-4b49-9719-3c30ca9d5ec5,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,2a4eb735-25c9-4f3e-a730-6bfed46b5cd2,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,8511c1a9-1130-4d93-896a-884e0d3b2555,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,15ca40ed-970c-4dec-b235-9a9f0c730327,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,07305924-9cc6-4ade-b938-e66eb6cc6002,PSet_Revit_Type_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,38f7e4df-0d8c-474b-a0cb-a4a99f43564a,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,e621d9f1-e5e8-4065-bdda-e90e79a88b2b,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,404966c5-1398-4682-9af4-7e36796f65e5,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,0fc8b7bf-6b83-4d64-ba94-22ee72015ee1,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,e9cace94-c83b-492f-a844-b9ba6831c838,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,c8abf2e5-ea2e-461a-887f-32eb09bf564f,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,3dea18e7-64fa-4bf9-aeb9-77d97b7ca80a,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,9c9dde6b-f162-4046-be78-4f5029928bfc,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,5c2b9698-fdf1-4c93-979a-6254a3a8d9e9,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,4d737562-a860-4ae6-9a98-40dfe177e746,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,9e68019a-35a5-4a55-a7aa-c296f37be8d3,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,34f9a087-5a2a-45a6-95fe-3be3e58bf1fb,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,1fa06290-0f62-4e0d-abb9-ba350c8cce60,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,25df34ca-d6f5-4a8e-8e2a-63685d632b26,PSet_Revit_Type_Construction,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,fc1198e5-60a7-4647-a43e-a906625a3de2,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,d5151584-c3f4-420c-80b3-0c51d42307f1,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,9552f920-b91c-4a54-8c6e-490726fff8cc,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,5a64716b-36e3-4042-be8a-7feffb945628,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,ff30135f-efbb-438d-9497-f53211db6cd7,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,4360bed1-585b-450c-bcf4-4f24e456c640,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,22d803b6-6902-4270-8f96-3df36da3a5e1,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,2fcdafda-d98c-4fd9-891b-49d316295a4e,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,13fc6142-4006-453c-add6-a2ef662b3b05,Pset_SpaceCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,606dab10-7029-4d88-8716-123171c55b88,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,2b7932c3-2561-4e8b-b860-88bde3e852b9,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,00bfa927-72a1-4644-b022-f39dfedabaf4,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,390248d0-6587-4e67-b8f8-3335d6daa2a4,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,afbd340a-b20d-4c8d-af96-0bce4f06184a,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,f27aa686-2a9c-46ad-b766-f47bdabadf23,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,d6d9568e-30ec-46e6-bef7-077ee3b5fe86,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,81a1409d-3d2c-40fc-acc3-9a62aa38a292,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,325e0070-c4a6-4be8-b9ed-bea2d3b733a4,PSet_Revit_Type_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,a144f6f6-55a4-451c-9ba6-142baae9d6cd,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,1d7649f0-d091-4e3e-b7cc-100c8683a4dd,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,5c072951-6409-4bed-a8fb-c97e97a1e189,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,65dc3e28-42c2-4ee5-8f2e-00dde296c30f,Pset_SpaceCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,64b935aa-e36a-408e-860c-997fd3492a2b,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,e4f1a3cb-df1a-4c83-9072-e6959f16ac4b,PSet_Revit_Type_Materials and Finishes,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,d648d9bc-6565-4469-bf54-faa30edddb0c,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,cc328098-166c-4b1d-aa33-a4bbe2832b91,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,f9e7e8d2-2487-4889-93ce-9d9da2a47586,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,97711193-b324-486e-a7c1-87542da8b2a1,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,f4744893-dfd5-4e7d-9168-c58b6453fe23,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,be68f0ca-44d8-43f9-97aa-d7bf774f4ae6,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,de063fed-0c60-49d4-a9c0-dceb6d4c1d2c,PSet_Revit_Type_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,0e96c8c5-f506-45ec-80be-f449f516cc74,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,a2eba5e2-84c6-4575-8353-3fd70334a94e,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,fa4e35b1-66eb-4735-be76-a14e821e432e,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,ff5ff5db-5d5d-433a-866c-4010aee794e0,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,481b4e1e-ffc6-48f2-9be2-cf0a4d291c46,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,e1a7911e-f408-4f3f-8248-d56b598ab9dc,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,df637cd9-a1da-4188-98d4-68ddebad7101,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,38f42e27-ae02-4544-8cf5-7a4d790e0c60,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,9b882c22-b592-4d10-a7bd-185dd5c6c2e7,PSet_Revit_Dimensions,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,1717d0c9-ba19-4c9e-b012-34346f6c84ab,Pset_WallCommon,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,98a02eae-82f4-479b-ac2e-96e87ee786ac,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,f52231d0-9169-4e6d-aa8b-1b8aeca2a258,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,4483868b-7dbc-4dc3-8c32-e985d974fdf9,PSet_Revit_Structural,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
IFC.JSON,0.0.1,IFC2X3,IFC2JSON_python Version 0.0.1,IfcOpenShell v0.7.0-476ab506d,2023-07-06 10:10:13,IfcPropertySet,87bee5ec-a431-4579-ac53-459b6cd733eb,PSet_Revit_Constraints,IfcOwnerHistory,94b60c5b-79bd-403f-90fa-a42704c11ed2,,
